"track","category","method","config_id","runs","mean_runtime_sec","sd_runtime_sec","mean_sample_access","mean_memory_mb","mean_abs_error_mean","mean_abs_error_coef","mean_ci_cover_mean","mean_ci_cover_coef","mean_ci_width_mean","mean_ci_width_coef","mean_mse","mean_r2","stability_mean_sd","stability_coef_sd","stability_mse_sd"
"Empirical","Distributed","One-step","K10",3,0.0431029796600342,0.00226079136278849,121200,0.0009765625,0,2.98279919282625e-13,1,1,0.190780652337843,0.015716005788601,24.0652343525266,0.915332654577915,0,5.99931486094109e-15,2.51214793389404e-15
"Empirical","Distributed","SAE","K20",3,0.0632820129394531,0.00093640510920329,120000,0.00128173828125,0,0.00266846883916575,1,1,0.191280737596389,0.0787251971372305,24.0653590012582,0.915332216033372,0,0.000792912624420294,7.94806607752617e-05
"Empirical","Distributed","SAE","K5",3,0.0992643038431803,0.11063000637658,120000,0.000823974609375,0,0.000447168367849748,1,1,0.217054550188891,0.114648983568018,24.065249650779,0.915332600754944,0,0.000620002513085721,1.31395783429143e-05
"Empirical","Hybrid","BLB->One-step","A",3,0.752656062444051,0.0319941078582011,983280,0.00203704833984375,0,4.93531141880036e-13,1,1,0.190780652337843,0.015716005788601,24.0652343525266,0.915332654577915,0,1.01705155325138e-14,2.51214793389404e-15
"Empirical","Hybrid","One-step->SGD","B",3,25.0646940072378,0.320253146212791,1801200,3.66277313232422,0,0.128305808059504,1,0,0.190780652337843,0.0158524568990911,24.4864316053629,0.913850780236934,0,0.158220379533794,0.470618828793583
"Empirical","Hybrid","Stratified-SGD->Aggregate","C",3,9.65477395057678,0.233410959818987,2400000,0.00079345703125,0,NA,1,NA,0.190780652337843,NA,NA,NA,0,NA,NA
"Empirical","Mini-batch","SGD","bs256",3,18.1581767400106,0.17909526861282,2400000,3.66277313232422,0,0.0151852924736241,1,0.333333333333333,0.190780652337843,0.0157331616206792,24.1178272869223,0.915147619847815,0,0.012836131395424,0.059322360460817
"Empirical","Mini-batch","SGD","bs64",3,58.2196969985962,7.15766685270411,2400000,3.66277313232422,0,0.159561773393008,1,0,0.190780652337843,0.0160172518300638,25.0012903789355,0.912039381894117,0,0.207321606816785,0.8351685310196
"Empirical","Subsampling","BLB","g0.7_s6_B40",3,0.500078678131104,0.0311034234056894,862080,0.00203704833984375,0.164320742019302,0.0108009638941347,1,1,1.54080200022157,0.57217337853124,24.0652343525266,0.915332654577915,0.227935885741665,0.016292114245146,0
"Empirical","Subsampling","SRS","frac0.05",3,0.00284838676452637,0.000375638061716984,6000,0.276336669921875,0.251484805555555,0.0321043565936419,1,0.666666666666667,0.864841708005561,0.0725933577988505,24.108615979418,0.915180027467156,0.0886298916583477,0.0125802673985639,0.0173354938008729
"Empirical","Subsampling","Stratified","frac0.10",3,0.00336098670959473,6.08392641518647e-05,12000,0.597541809082031,0.0317655833333319,0.0614472158692167,1,0,0.59409015635322,0.0469654512277839,24.1330279416441,0.915094140248774,0.0419099876747547,0.0640199155642096,0.0424378742830312
"Simulation","Distributed","One-step","K10",3,0.0135023593902588,0.00399025983259675,7200,0.00171661376953125,0,0.00389988146391625,1,1,0.100919991663608,0.0722098899227515,1.52807590546683,0.615688139222713,0,7.85046229341888e-17,0
"Simulation","Distributed","SAE","K20",3,0.034658670425415,0.00801631457183998,6000,0.00240325927734375,0,0.00460511514108763,1,1,0.111803349748243,0.0921287781971471,1.52814629485676,0.615670436255652,0,0.00466446442859748,2.07017821751269e-05
"Simulation","Distributed","SAE","K5",3,0.0116422971089681,0.00366674312855803,6000,0.001373291015625,2.96059473233375e-16,0.00387461831611421,1,1,0.136927362966935,0.0992864380967601,1.52808981541862,0.615684640862824,3.14018491736755e-16,0.00152555552352422,2.34914277870972e-06
"Simulation","Hybrid","BLB->One-step","A",3,0.407817443211873,0.0268227290324664,113040,0.00203704833984375,0,0.00389988146391633,1,1,0.100919991663608,0.0722098899227515,1.52807590546683,0.615688139222713,0,7.85046229341888e-17,0
"Simulation","Hybrid","One-step->SGD","B",3,0.112002372741699,0.00692134859864295,91200,0.413009643554688,0,0.00399507144278514,1,1,0.100919991663608,0.0722109431482399,1.52812048173044,0.615676928269937,0,0.00217222429607802,2.90152497592081e-05
"Simulation","Hybrid","Stratified-SGD->Aggregate","C",3,0.0656544367472331,0.00205235360910856,120000,0.00130462646484375,0,0.446216020733016,1,1,0.100919991663608,4.05751885076642,2.36594790558109,0.404962908685998,0,0.0156963028220568,0.0405252801421602
"Simulation","Mini-batch","SGD","bs256",3,0.0889323552449544,0.00228204471573591,120000,0.413009643554688,0,0.0185738249367347,1,1,0.100919991663608,0.0722301515859562,1.52893356560137,0.615472437266389,0,0.00446002579912401,0.000132234179580492
"Simulation","Mini-batch","SGD","bs64",3,0.285336971282959,0.00672566849197515,120000,0.413009643554688,0,0.00557266929060577,1,1,0.100919991663608,0.0722148081417196,1.52828406988192,0.615635785767348,0,0.0065931978459233,0.000156885302015826
"Simulation","Subsampling","BLB","g0.7_s6_B40",3,0.493582328160604,0.16953705080566,105840,0.00203704833984375,0.0234097998235393,0.0221032853781043,1,1,0.471290703091734,0.349055992505236,1.52807590546683,0.615688139222713,0.0230128130998967,0.0231649181933523,0
"Simulation","Subsampling","SRS","frac0.05",3,0.00185537338256836,0.000463558071674105,300,0.0247650146484375,0.0461385261534593,0.0275185047327581,1,1,0.453084223667106,0.338026210488723,1.58984905570942,0.600152160786777,0.05806564714232,0.0431157531754405,0.0197364242214356
